;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
1711;0.824;0.366;-10.96;0.145;0.039;0.106;0.0403;0.895;73.949;4DQttwipnILl88cru3BRZx;249533
1712;0.793;0.523;-9.209;0.0903;0.337;0.0419;0.186;0.666;140.487;1jMU2vbBreXFpFGVSTZeKd;238880
1713;0.849;0.524;-7.199;0.165;0.493;0.0282;0.0417;0.78;78.394;7N0qhOT7qNhDhsCxGdL5L8;196760
1714;0.792;0.411;-9.226;0.119;0.0347;1.72e-06;0.35;0.467;82.07;0cUBwr9XjMpGKjRedHf4sk;465514
1715;0.751;0.36;-11.826;0.16;0.179;0.0111;0.0851;0.816;174.596;6FQiYOf1SB4ZvDNGh8hQLh;276627
1716;0.811;0.575;-8.348;0.185;0.252;1.8e-06;0.0865;0.804;139.899;0NZspfNJq8C1YndmSwabMA;224360
1717;0.825;0.481;-7.785;0.0345;0.0261;0.000164;0.0583;0.671;84.328;3W53uTGK2Rl0jCS3S6wb6W;237693
1718;0.703;0.336;-15.422;0.334;0.0937;0.0258;0.0447;0.712;73.911;5MKYnizdhDDik45mEncVXu;310707
1719;0.922;0.64;-6.109;0.169;0.0431;0.00029;0.351;0.81;129.861;4cRKRoRfVKEulJuzxfrGwL;271307
1720;0.743;0.569;-10.675;0.266;0.0307;0.00496;0.0717;0.804;144.868;3r1udiBLGRkU8ywwda1QNS;294452
1721;0.787;0.591;-4.075;0.0875;0.173;0.0;0.0236;0.707;81.025;41r3Hd6pRHg4YKA6cACcDQ;253400
1722;0.739;0.431;-11.144;0.0483;0.822;0.795;0.113;0.574;152.062;163TEeFvyaexneVfGwHwm3;246293
1723;0.801;0.516;-7.022;0.0814;0.0558;0.00861;0.126;0.877;84.793;2ZDkZV0SUhoP3mXGX6ASZm;187611
1724;0.717;0.719;-3.166;0.0995;0.199;2.62e-06;0.195;0.766;84.623;1nsEptcDye2MUjMJQ1N5Rh;259400
1725;0.744;0.696;-8.626;0.122;0.0185;1.56e-05;0.0668;0.908;134.566;1TkIkOGYVGDwe4VwpiQ6ng;296080
1726;0.788;0.281;-14.737;0.136;0.0241;3.18e-06;0.282;0.663;140.489;0H5tHbVIrKH2vw9mAYVTIm;204933
1727;0.486;0.677;-5.227;0.0314;0.00252;0.0;0.102;0.913;120.576;582EVyAFKmKPa1bVPSDurJ;195987
1728;0.654;0.612;-6.855;0.0371;0.000408;0.00013;0.402;0.484;131.964;5DApvVG9U5W0m9rqnZ9w8T;279133
1729;0.857;0.486;-10.942;0.137;0.0764;8.53e-06;0.0947;0.616;142.818;6NiQ8XiS0Us1O7kaW8RHfi;212716
1730;0.789;0.377;-14.566;0.075;0.174;0.000461;0.104;0.784;78.289;6RFDenEnb9eSWgTRVMKO04;313533
1731;0.774;0.377;-15.876;0.0958;0.102;0.0;0.0608;0.952;139.536;2yOMkh5MYKqbNVmt7pMgSa;229373
1732;0.887;0.505;-11.382;0.0583;0.00112;0.0778;0.086;0.821;124.435;1vaISgGlk83AZLeDbtx52D;203427
1733;0.749;0.509;-12.671;0.133;0.0122;2.88e-05;0.0745;0.791;77.299;6nv1B1OTkPDzEHk9xkih8Y;201431
1734;0.841;0.446;-10.275;0.227;0.197;0.0;0.0296;0.73;145.563;2y3WGwNTVPFFmhTWSP1yKI;202823
1735;0.812;0.638;-8.116;0.0612;0.0219;0.154;0.0905;0.905;135.14;6L4g3GDDQnbwo9fqPyv0AZ;412293
1736;0.572;0.392;-10.555;0.0325;0.778;0.000435;0.15;0.381;128.255;6sbj89WozjblBMa5u41orw;132040
1737;0.755;0.545;-10.027;0.0646;0.944;0.000118;0.144;0.964;149.807;00SmB7n85SKROGjybsyq5i;158427
1738;0.626;0.604;-7.23;0.142;0.0897;0.0;0.122;0.495;122.943;3DE2xnbdTDuatFubUV0soe;269404
1739;0.75;0.298;-16.656;0.254;0.12;0.6;0.147;0.961;125.159;0w2lbtBIqir66sP4JBhMU0;136933
1740;0.64;0.47;-12.267;0.0447;0.558;0.0;0.546;0.546;96.589;28bX8chtEzJ2BQlkCQsAfO;162533
1741;0.566;0.464;-16.166;0.0498;0.0802;3.71e-05;0.376;0.965;127.638;3uT9AuK6dhNYa1yIe1TUmB;166933
1742;0.743;0.562;-9.309;0.0385;0.323;1.94e-05;0.128;0.963;121.253;7daXYnlUL170qa1UXAeu00;146286
1743;0.901;0.339;-13.329;0.351;0.000691;0.0;0.0963;0.638;99.711;5Bh7ph5U2aCjR9haCYVhm3;149547
1744;0.908;0.51;-9.235;0.287;0.13;0.00331;0.0747;0.865;98.027;4dpv9w3wSW2C3K4uCFM4xq;240320
1745;0.681;0.369;-10.689;0.0292;0.294;0.0;0.101;0.668;88.506;0OzTp2KRtNEjHqHP78jWW8;209773
1746;0.586;0.426;-10.33;0.0689;0.443;0.0;0.17;0.638;177.964;373BhGR0czIlOizAE0rXVu;191747
1747;0.699;0.568;-11.261;0.105;0.379;0.00913;0.336;0.702;96.565;2AFJm70C2psT6i9IM5WF2U;252933
1748;0.773;0.439;-9.778;0.327;0.424;0.000126;0.0464;0.847;88.364;2fvi4GCSJn9XYdYrLGLX5f;215667
1749;0.89;0.643;-7.019;0.0525;0.269;0.0219;0.0569;0.919;126.442;1He5SVrXc9r2rC4lyyWcO1;221453
1750;0.892;0.397;-9.888;0.26;0.00307;0.00118;0.0736;0.748;131.602;6d4B82vt7pjdzumBmV6HiZ;188314
1751;0.671;0.256;-10.743;0.0387;0.608;0.0;0.0737;0.694;115.871;26PwuMotZqcczKLHi4Htz3;233560
1752;0.681;0.378;-10.386;0.0357;0.284;7.02e-06;0.125;0.426;90.722;1YemGb3XEDUtAw2mDXgjmW;249821
1753;0.897;0.705;-5.437;0.0771;0.423;2.52e-05;0.108;0.661;100.633;4TNpge9szhplnxXLxXvNTJ;197933
1754;0.605;0.638;-6.399;0.0816;0.238;8.42e-05;0.312;0.542;73.302;1OoQFq1BBip661nIb545gy;131787
1755;0.659;0.664;-7.479;0.0675;0.686;0.0;0.238;0.657;113.069;45aldSp1MniDkU38C3ctAZ;153096
1756;0.762;0.569;-7.863;0.0544;0.0143;1.45e-05;0.0793;0.789;136.462;4dOLVeng6B23GvHeGTuDL5;247973
1757;0.762;0.569;-7.863;0.0544;0.0143;1.45e-05;0.0793;0.789;136.462;3UPPGZeSjNwxyJslnSTm1c;247973
1758;0.776;0.559;-8.375;0.103;0.11;0.0;0.0671;0.758;122.242;6JRLFiX9NJSoRRKxowlBYr;232200
1759;0.935;0.479;-10.981;0.306;0.107;5.25e-05;0.118;0.773;123.644;5LyfiK6iXEIBNEtcaGKohl;211000
1760;0.76;0.462;-11.003;0.103;0.621;0.32;0.0758;0.905;146.655;3sqZDdEO5viqNqMCNem5m5;332400
1761;0.65;0.808;-4.821;0.148;0.091;0.0;0.33;0.298;130.187;6kfmxsrXbiHdSbjc1dvS60;234387
1762;0.672;0.486;-6.644;0.79;0.111;0.0;0.306;0.668;77.91;7ajjAT9hVbiM7kozLpTZe8;243947
1763;0.645;0.821;-4.03;0.153;0.016;1.21e-05;0.156;0.661;171.974;37xmYCdS1pNz8TRFoaKvrR;208960
1764;0.802;0.341;-8.56;0.488;0.169;0.0;0.0783;0.849;166.01;0rRboI6IRuGx56Dq3UdYY4;197760
1765;0.743;0.541;-9.61;0.0581;0.225;0.000586;0.0542;0.972;74.095;0di7hMT6o1ogeUN1XDB9Ft;155867
1766;0.806;0.457;-9.777;0.037;0.206;7.22e-06;0.0823;0.876;101.014;0NNPjgyOFXiyeFClWfaKNj;220413
1767;0.825;0.62;-6.083;0.211;0.183;0.0;0.0822;0.744;150.243;6KGggJ08SRmMuJojRYM4Lv;206307
1768;0.816;0.694;-5.94;0.154;0.0621;0.0;0.0616;0.822;112.956;5yy9slyOjLet4v7AOi2AYg;219907
1769;0.704;0.796;-6.891;0.0672;0.0231;0.000893;0.966;0.439;143.407;4vqzuYXWLfnaf9tpxM378B;364520
1770;0.642;0.543;-8.143;0.0277;0.0782;5.36e-05;0.0645;0.778;83.51;5u9KQaTeRS2I15BQJBJut8;281253
1771;0.663;0.109;-10.725;0.0401;0.767;0.0;0.0815;0.403;156.621;0yMAnw3dRnRv0KFRvmzIhg;232373
1772;0.88;0.564;-6.431;0.0498;0.0786;0.0;0.0565;0.83;99.019;5N0lcnJTtKj4wNDvurHige;225600
1773;0.669;0.843;-5.177;0.322;0.098;0.0;0.0943;0.828;166.139;5uWdNj70KZGsbspPtl55Mr;238133
1774;0.796;0.691;-6.062;0.0646;0.113;0.0;0.106;0.866;137.005;0j8Wi6lJto54Vb7HPgvehE;197965
1775;0.703;0.78;-7.497;0.363;0.556;0.0;0.119;0.734;140.029;0wWO53lIJvsb2w0CYeTp1B;298424
1776;0.803;0.47;-9.098;0.345;0.505;0.0;0.0887;0.793;88.065;09aLLGz6xaH8C86a6Fs4CO;180024
1777;0.688;0.719;-5.014;0.283;0.0283;0.0;0.728;0.546;81.443;03M3oEPsk8WjwMlVOKBFXv;361067
1778;0.865;0.549;-10.083;0.244;0.0845;0.156;0.081;0.616;142.8;1yxQwMLJIn5oBTOLl38GLL;233300
1779;0.758;0.786;-4.897;0.108;0.156;0.0;0.0658;0.786;83.495;5Wwr2S7QZTR5PVJn6jhgdk;234587
1780;0.874;0.491;-7.737;0.121;0.00954;0.00629;0.0484;0.364;74.099;2SE11vmjbi7j5QKJ885ib6;345493
1781;0.859;0.521;-11.357;0.268;0.0974;0.0;0.0709;0.838;89.97;6Bpq3eILwWDjK4nK9qtwPv;218415
1782;0.808;0.62;-7.229;0.115;0.0728;0.0;0.0695;0.921;129.951;19ztdzVwHyzi3apjFZtylC;225853
1783;0.78;0.427;-8.371;0.126;0.128;1.75e-05;0.0697;0.526;71.665;5iynCtpEY7mx4ou54tHBPH;228760
1784;0.468;0.56;-6.694;0.359;0.381;0.0;0.21;0.544;74.059;5nPmSPZRzj72LL23B1cDYE;196493
1785;0.826;0.508;-8.713;0.0798;0.148;0.0;0.124;0.91;81.564;1YjBJlLZh4wwnfYZCr3jrE;247800
1786;0.722;0.628;-6.27;0.191;0.0597;0.0;0.051;0.73;82.673;0BTRv4qvz4gPPOHIdejM1c;176933
1787;0.604;0.775;-5.934;0.442;0.23;0.0;0.0545;0.908;187.643;3ulfDDC0YkXyrn2pmdaq9F;172040
1788;0.756;0.609;-11.109;0.0683;0.00206;0.0;0.317;0.583;100.312;6RofBnR1iNJ52DkmvQW8m9;269440
1789;0.726;0.686;-11.508;0.245;0.0186;0.0;0.0967;0.452;100.036;412r9Z33XTRJIl4YfhZ2AJ;280360
1790;0.618;0.652;-11.842;0.361;0.0689;0.0;0.371;0.517;82.288;2W6zUN2zLnOrYioLc51OF0;212787
1791;0.618;0.642;-13.398;0.511;0.349;0.0;0.22;0.825;97.165;3wfYVAvSb9MVIm5pmFqmJJ;235573
1792;0.793;0.616;-11.808;0.258;0.0272;0.0;0.135;0.352;100.285;4j70CR5PwlPMaasmRaL9Zn;258467
1793;0.563;0.759;-6.5;0.262;0.00626;0.0;0.338;0.763;79.991;10ECfe1Gc79Mf2nQTClOgq;185800
1794;0.856;0.57;-9.282;0.107;0.0112;0.221;0.0909;0.784;80.555;64PaJsFw1KBG0SSNkwLBqy;223653
1795;0.624;0.719;-6.034;0.344;0.0262;0.0;0.368;0.781;82.571;4VoYv3ByzeEEIb8YEOT2rg;225507
1796;0.701;0.565;-10.709;0.0553;0.0736;0.000504;0.193;0.899;153.942;445qQk3nyQwmjf4vzDghKd;256453
1797;0.902;0.847;-6.91;0.0595;0.153;0.0;0.116;0.971;89.07;7dcZASjTwtzWaA1gRbS0ED;238227
1798;0.957;0.217;-14.626;0.0595;0.116;0.0408;0.0795;0.771;102.073;3yDxEMaxtUATqs22VgqzTu;231733
1799;0.739;0.648;-5.415;0.128;0.203;0.0;0.147;0.723;90.994;7msnredE3M5dgevYgiMw4h;210093
1800;0.763;0.545;-4.584;0.0352;0.0618;0.0;0.0938;0.848;96.999;5Vtjc7KtsZj9meDKAxobJe;268957
1801;0.666;0.395;-12.801;0.037;0.526;0.0;0.393;0.93;93.233;1avJajbk8e16b2toznfawc;210107
1802;0.603;0.805;-5.067;0.26;0.00649;0.0;0.186;0.61;147.908;0Gv6sr4tFPkYDIuUVxOx7H;226720
1803;0.79;0.588;-6.699;0.0699;0.00123;8.32e-06;0.386;0.602;141.003;0FKGwHZWWfv2jbqQAosvbr;204467
1804;0.795;0.586;-7.999;0.0417;0.0154;0.0;0.0994;0.661;125.295;5Z0MixpJbXaEzxnsrs2DII;319240
1805;0.696;0.842;-4.238;0.177;0.025;0.0;0.128;0.55;201.947;4nO6k4hArzxhrX4fbh3FhB;181156
1806;0.73;0.398;-8.05;0.0286;0.174;1.5e-05;0.0527;0.266;108.464;2RpnhRt3gb02tr60HZI2cD;333973
1807;0.615;0.682;-5.36;0.302;0.000971;0.0;0.155;0.64;175.519;1wVwWPgd2BXF71KzFcadZG;255013
1808;0.607;0.685;-8.257;0.0739;0.00932;4.69e-05;0.0844;0.663;162.035;1XUExUUC0xSd7uVCo5jd8f;371200
1809;0.683;0.724;-4.436;0.0988;0.0909;0.0;0.339;0.741;80.932;43CAMHDrAVA3nJP2zgKJDI;208467
1810;0.911;0.565;-6.209;0.0718;0.429;0.0;0.0802;0.751;96.012;7EzHxT3rHgMnZj5AHrY3kE;185312
1811;0.435;0.735;-8.556;0.33;0.0625;0.0;0.198;0.655;79.69;5xkIw4vnw1OVGBPNpfHo7n;265665
1812;0.795;0.745;-7.792;0.287;0.0796;0.0;0.0186;0.922;140.032;5RDzDwEpLkntnpdMqNJO7k;249960
1813;0.915;0.617;-7.254;0.18;0.249;1.04e-05;0.0833;0.881;146.063;7oke8lsm3pr4p3PP3yrqz2;191680
1814;0.864;0.517;-6.371;0.215;0.0391;0.000142;0.0951;0.367;129.997;1na03rju3YcixA22IO3B2W;257440
1815;0.907;0.624;-4.325;0.201;0.22;0.0;0.316;0.776;133.981;5ZDngGE7Ju32CRfsvfMEdm;259053
1816;0.804;0.607;-6.84;0.37;0.0773;0.0;0.0993;0.823;142.421;1UOhKnE2fZJuGdB7ssn9nf;191333
1817;0.817;0.795;-5.208;0.255;0.317;0.0;0.184;0.787;77.989;24y98VFyG8tA5Grb9hYSHn;281497
1818;0.698;0.721;-7.011;0.232;0.593;0.0;0.122;0.916;80.155;4IPQwZBtK0B2DabP0rQvV0;236907
1819;0.782;0.744;-6.164;0.0806;0.0552;1.42e-05;0.701;0.7;81.067;0qbouIdcN4lrj49jem7TEz;251204
1820;0.606;0.682;-5.932;0.22;0.0129;0.0;0.27;0.782;74.961;743jwwJw8lTA4JJuJjmEhS;212000
1821;0.556;0.673;-6.723;0.238;0.0542;6.37e-06;0.279;0.749;150.34;6VJZUEv4RysKmrLR3OIeqV;236696
1822;0.702;0.776;-4.76;0.143;0.0315;6.65e-05;0.0485;0.584;160.114;6X812hBEKnh3I5mOzGflEi;319920
1823;0.345;0.715;-5.603;0.333;0.281;0.0;0.0513;0.331;81.909;70QylrIl94QVJpIHr09RrS;321951
1824;0.826;0.721;-14.066;0.0668;0.102;8.13e-06;0.112;0.64;96.998;4KvN4AOTLyqXytmERRTp8c;401667
1825;0.884;0.611;-15.204;0.257;0.163;5.95e-05;0.556;0.419;102.04;3RrOrWM4BeOc00YwyfFY4t;345840
1826;0.764;0.82;-5.16;0.0754;0.311;0.0;0.133;0.871;145.907;2RAw7HstlwrKMAeune1xHc;186253
1827;0.646;0.729;-5.941;0.0973;0.512;0.0;0.0867;0.756;146.918;0QPzhAO4CTSNGADfPfy9lE;257347
1828;0.608;0.778;-4.964;0.347;0.143;0.0;0.148;0.761;82.702;2JxuxsEZiSZQkvAEb1bf1A;228053
1829;0.767;0.814;-3.987;0.0484;0.315;0.0;0.268;0.842;87.987;3MEJtj5iuNfXpxK3rBoNmw;236173
1830;0.782;0.638;-9.076;0.316;0.502;0.0;0.0652;0.728;89.941;0KcjF7MW8IqIpBJwW0tcEX;215780
1831;0.731;0.643;-5.708;0.195;0.411;0.0;0.325;0.641;83.02;1ppLkfb0Kv7JBo8xjghaqR;201042
1832;0.621;0.729;-5.864;0.262;0.498;0.0;0.225;0.909;130.392;3TH10Z84k2yImqzUi8zeAN;257778
1833;0.66;0.811;-5.448;0.332;0.00788;0.0;0.0145;0.821;139.619;46oKpr00CmuPJGvPZ3y9uk;253160
1834;0.84;0.393;-12.423;0.303;0.0531;1.8e-05;0.0512;0.751;145.656;1TLTUhEUYOyORxufZlCOWj;216533
1835;0.762;0.833;-6.72;0.205;0.264;3.99e-06;0.151;0.32;79.039;2xwazVCIaF254PAA6EVzHq;242107
1836;0.857;0.718;-7.611;0.165;0.296;0.0;0.104;0.488;87.489;5UX8v9D9CE0rXSEO4pfQJn;199067
1837;0.458;0.863;-5.209;0.454;0.00146;0.000158;0.0747;0.69;97.075;4OkzwzAfqg1Pl1GcyKmZtx;189000
1838;0.802;0.621;-7.932;0.0377;0.0975;0.0256;0.0627;0.81;95.906;6YR2MkzMhojHBmW1TbXtZO;242093
1839;0.857;0.468;-8.53;0.0476;0.00414;1.32e-05;0.269;0.843;89.119;4uOKFydzAejjSFqYbv1XPt;183733
1840;0.791;0.43;-11.316;0.0681;0.0312;0.000202;0.0476;0.716;89.518;0Og4hTQytc9vv4CCxZ2wpy;265627
1841;0.704;0.79;-5.756;0.0432;0.101;0.00657;0.0769;0.933;167.816;0z0JSkE5Nw3i3nin3BBSuG;257667
1842;0.878;0.395;-11.762;0.096;0.387;0.00338;0.312;0.932;120.288;7HwXZSIKEqVEkVRarpUELt;204707
1843;0.813;0.395;-11.573;0.0721;0.0615;6.72e-06;0.0923;0.783;83.117;5FgdPuK51WBYhuMhV0XIBg;211960
1844;0.711;0.433;-12.042;0.0611;0.471;0.00426;0.12;0.934;87.527;389R9arpxdfl0JA450Qn9m;201267
1845;0.794;0.57;-7.753;0.0645;0.0197;0.014;0.104;0.575;143.977;7HXcSZsNnjm5HV49Rlk7n4;267360
1846;0.77;0.787;-5.489;0.278;0.23;0.000199;0.198;0.588;82.029;7b2WilS8iNSF8PcU17IMdC;277653
1847;0.842;0.578;-7.03;0.329;0.0396;0.0;0.159;0.789;82.896;4lE3rkBD6Ey1SQSd19XfY7;224840
1848;0.812;0.656;-5.102;0.0788;0.134;0.0;0.0763;0.903;125.458;3RAjbhz2rNIAyujNyumABN;230693
1849;0.794;0.399;-11.516;0.174;0.161;7.09e-06;0.0475;0.839;76.374;1vl5jVbo2INarbfx43KHjH;267401
1850;0.725;0.595;-5.652;0.232;0.11;9.54e-06;0.0667;0.608;185.033;7l244AZ5vnBFTv9kd8I7z9;294787
1851;0.679;0.604;-8.533;0.2;0.168;1.26e-06;0.0861;0.318;100.048;1gaQzP7hIyvzn968PgM4qy;276181
1852;0.8;0.666;-6.558;0.334;0.0191;0.0;0.281;0.76;76.635;3jtd9Jslk6phPPYzBqfomg;213200
1853;0.796;0.669;-6.333;0.0911;0.107;0.000113;0.0891;0.96;147.374;7wimjp5W96jhlIMblyBJmq;294000
1854;0.807;0.779;-5.286;0.219;0.487;0.0;0.0812;0.658;101.955;0Yq2voTvkgEOqcfeJXv9T0;177026
1855;0.855;0.602;-7.289;0.0595;0.376;0.0;0.167;0.81;77.514;7578oiL9J6tFHXEjfCXFAS;235373
1856;0.788;0.762;-4.911;0.193;0.0515;0.0;0.274;0.792;90.956;0aAcuVJCmIkgVKzKHGfp1K;233533
1857;0.943;0.237;-15.917;0.106;0.0163;1.71e-06;0.0727;0.376;136.914;2kevSZxUWx2qIH3OdtXpS9;248120
1858;0.664;0.526;-12.675;0.136;0.015;4.61e-05;0.304;0.74;154.014;7JdtN0ZGv5lej6Tz8tfDMo;205000
1859;0.586;0.663;-6.547;0.0825;0.161;0.0;0.198;0.693;170.743;4abVwdCy5QUcyI3KS2lMJK;217200
1860;0.746;0.803;-5.817;0.0556;0.0269;0.0;0.332;0.731;72.384;77DMJWGzzpLk8Fzd2jpqTI;209813
1861;0.683;0.724;-4.436;0.0988;0.0909;0.0;0.339;0.741;80.932;43CAMHDrAVA3nJP2zgKJDI;208467
1862;0.687;0.544;-8.642;0.162;0.477;0.0;0.0937;0.742;72.082;2H4M3lyO2rJFQw33idCk1X;273040
1863;0.917;0.745;-4.424;0.186;0.258;2.39e-05;0.382;0.935;142.001;5NYWAlsnlOKNUlmKoDMENy;339267
1864;0.872;0.688;-4.023;0.122;0.201;0.0;0.385;0.885;96.988;4qA9pcVyLWe6jCC6VzIXgF;265083
1865;0.646;0.784;-7.471;0.108;0.0166;0.0;0.0721;0.179;127.839;78JKJfKsqgeBDBF58gv1SF;197132
1866;0.485;0.893;-6.085;0.364;0.00218;0.0;0.109;0.653;173.455;1dXlCInkO96q6d6FVkS6GO;190973
1867;0.7;0.911;-4.921;0.0564;0.0643;0.0;0.0872;0.853;159.94;1W6qOeNYcTaiynmzB56Hqe;297375
1868;0.794;0.636;-8.093;0.0416;0.206;0.0179;0.0805;0.304;124.214;5ZdVYZaMffiDf1plaJ2Jib;345093
1869;0.854;0.793;-8.25;0.25;0.238;1.27e-05;0.356;0.796;158.554;0V9CF315TMGEvOWXQBNuUO;250200
1870;0.687;0.802;-6.005;0.114;0.0986;0.0;0.131;0.908;153.37;6chKRJFe2qXIFHZKBDWqtw;243800
1871;0.863;0.433;-11.1;0.0383;0.0699;0.0;0.0553;0.712;97.067;0Anb7B9hNq5yXUAy4DBLLU;251067
1872;0.386;0.788;-5.031;0.183;0.226;0.0;0.0718;0.503;91.292;0Pnm27yPUS02sNZa9HrMUU;247933
1873;0.837;0.38;-13.341;0.064;0.541;0.00789;0.198;0.892;104.995;1LOZMYF5s8qhW7Rv4w2gun;267947
1874;0.762;0.646;-8.69;0.092;0.0105;2.14e-06;0.0406;0.819;95.992;680kMGV6szhTiZbHRr3vLi;330080
1875;0.673;0.684;-3.582;0.0976;0.334;0.0;0.0942;0.571;82.043;6QVX8WQQ80iFnHQ23kHxJm;187840
1876;0.476;0.619;-8.399;0.15;0.017;4.81e-05;0.12;0.466;122.535;17JYn2olkiVX297LXc2gTu;254893
1877;0.758;0.544;-5.929;0.073;0.0469;0.0;0.243;0.627;152.436;6L6U3Kj80wV1uY6zXd9TjS;209800
1878;0.717;0.49;-13.093;0.333;0.256;0.0;0.198;0.285;86.03;7yAoeG81BZOlq7V4wk3SNM;270000
1879;0.863;0.634;-6.057;0.321;0.218;1.12e-05;0.116;0.66;76.393;26YbDvMEzaToAb3IUUdUH6;365573
1880;0.832;0.888;-2.277;0.131;0.0456;2.25e-06;0.0946;0.814;136.028;0F0imieZPzkWSdS7CvNYEw;234827
1881;0.704;0.701;-6.462;0.303;0.0569;0.0;0.251;0.524;148.238;246sy6ZMDZv48qaXUzbWI0;199213
1882;0.697;0.697;-6.336;0.218;0.105;0.0;0.107;0.441;93.349;1LI4wMg4FQ9b1fGIzD63WK;317333
1883;0.767;0.732;-5.008;0.282;0.056;4.73e-06;0.0688;0.871;75.005;07QuKUTu5O40AibYYPx98I;254907
1884;0.496;0.786;-6.05;0.318;0.014;0.0;0.639;0.731;153.448;5NNFP3f9nTKsEuVwKlWYZc;221507
1885;0.652;0.74;-5.826;0.214;0.21;0.0;0.336;0.613;68.838;68474q3pSlRu6HimRHPlRf;243307
1886;0.67;0.756;-5.561;0.112;0.35;0.0;0.0286;0.972;152.348;2xc8WSkjAp4xRGV6I1Aktb;229707
1887;0.864;0.596;-5.603;0.251;0.0273;0.0;0.181;0.72;122.139;5wgy309XNqFkqj8MMDquvj;225333
1888;0.782;0.61;-7.423;0.0957;0.0794;0.0;0.0276;0.924;148.02;62cw49qQaPFuYkkjV58qn9;274529
1889;0.567;0.644;-8.589;0.496;0.0915;0.0;0.0982;0.823;137.178;1QwrhGl2I3D0aNdRQ5YFtm;202733
1890;0.636;0.694;-6.517;0.318;0.0796;0.0;0.183;0.82;79.779;0wqjdq7nZUVdNOEdyu8xb7;252933
1891;0.758;0.643;-6.107;0.392;0.0353;0.0;0.134;0.568;76.757;3pn1vCQMA2wNQiaPkiIHI7;206733
1892;0.706;0.591;-8.513;0.0321;0.0117;0.000514;0.136;0.845;142.233;5iRPNyWioH9Km8gi58As4V;202433
1893;0.788;0.773;-5.272;0.099;0.0381;0.0;0.35;0.584;73.978;2OHQhOiGIYaXqqJVIMpNrF;192400
1894;0.673;0.403;-9.809;0.0273;0.829;0.829;0.272;0.54;140.986;2GtaNlidzvK3hY78kCdsHa;260200
1895;0.61;0.622;-5.881;0.0528;0.17;0.0;0.115;0.245;72.54;6EcHfQrJRu4i4IhLEdHWHC;207573
1896;0.748;0.749;-3.317;0.127;0.506;0.0;0.292;0.89;129.976;7o0z4V1GatJJebIuPjVnpz;156003
1897;0.817;0.682;-6.013;0.0773;0.0654;0.0;0.119;0.616;92.99;3NmgBdsZEVtPVqs6ItFvXU;288040
1898;0.697;0.859;-5.306;0.19;0.0349;0.0;0.0931;0.696;93.78;3NkIfsiFHnljGrlXSD2AJ3;222387
1899;0.767;0.624;-7.892;0.114;0.257;0.0;0.0566;0.671;94.683;6faizLtnq6b1tlU1iVE8W1;212719
1900;0.923;0.814;-4.013;0.158;0.00172;0.000365;0.686;0.598;127.996;6RwUhWOoRECbpM9FBh13Z2;178107
1901;0.778;0.899;-3.748;0.113;0.144;0.0;0.354;0.896;88.006;1OA1etAmRkiZVqlRXtBG7N;265271
1902;0.7;0.473;-9.893;0.0687;0.129;0.000891;0.0452;0.578;91.558;30ELPvO4DH57Rq2kgj7a8e;207000
1903;0.935;0.581;-7.66;0.124;0.194;0.0778;0.0893;0.767;104.077;4TX0JtvrceO8JsACvNJhgm;227093
1904;0.647;0.311;-9.172;0.109;0.62;0.0;0.108;0.432;107.874;2e7dA6ow15brIG92PiaWtR;177656
1905;0.755;0.704;-4.305;0.201;0.0564;0.0;0.376;0.312;160.026;4lfBeQwShx6H0bB4paAxQo;215154
1906;0.786;0.432;-12.696;0.0623;0.046;1.81e-05;0.0699;0.9;90.389;3nvWkGpJVLUb4CQiPOuhwh;351627
1907;0.718;0.646;-7.178;0.199;0.0833;0.00149;0.0802;0.538;152.032;0RG7nWjbSAgTQ97RJgNGW6;161920
1908;0.858;0.824;-8.48;0.197;0.0805;0.0;0.05;0.947;90.0;7aBIRAFGhGBcqH0bkqFrgj;216827
1909;0.727;0.753;-2.617;0.0461;0.0627;0.0;0.0645;0.722;121.476;4eP8LrvbT2mQCxyof3nilP;212733
1910;0.725;0.47;-10.985;0.1;0.0666;0.0;0.0792;0.558;123.964;6k3wGmpozWULo1ykv9sdxn;232093
1911;0.743;0.663;-8.874;0.0369;0.676;0.192;0.213;0.973;140.011;4f6rmvDDKl73lbPlMJckxG;234840
1912;0.825;0.453;-8.17;0.0451;0.513;0.0;0.102;0.614;108.991;6cbVp9abjjESjHgqjM1bWm;168632
1913;0.381;0.0794;-11.567;0.0384;0.609;0.208;0.111;0.0373;96.417;0hIoMybq3v9K2ByrFCwjRu;247771
1914;0.652;0.831;-8.25;0.111;0.148;1.32e-05;0.0405;0.93;154.215;7xZveOMt2gkUZt9XZNb8C7;224867
1915;0.755;0.511;-9.092;0.388;0.0412;0.000615;0.337;0.549;79.701;4Kmle6OEksQYgGQvMz8Loz;136271
1916;0.577;0.598;-7.039;0.328;0.0965;0.00128;0.327;0.156;147.786;4acHCU98iQW8CcsOpgZ3Nh;193761
1917;0.715;0.655;-6.425;0.137;0.0525;0.0;0.115;0.531;95.078;2g7uRZ68eLtv74XrxgdT2q;207333
1918;0.802;0.824;-5.875;0.0413;0.0995;1.35e-06;0.327;0.645;105.016;5WI0pNG8dBewlHUqhtqJIW;181507
